Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	./maps/StageA/ptsp_map24.map	7	3670	50161	26
2	./maps/StageA/ptsp_map24.map	5	2678	50166	24
3	./maps/StageA/ptsp_map24.map	4	2275	50147	23
4	./maps/StageA/ptsp_map24.map	7	3254	50167	24
5	./maps/StageA/ptsp_map24.map	3	1971	50157	23
6	./maps/StageA/ptsp_map24.map	7	2825	50164	24
7	./maps/StageA/ptsp_map24.map	3	1633	50153	23
8	./maps/StageA/ptsp_map24.map	0	1000	50135	25
9	./maps/StageA/ptsp_map24.map	6	3212	50159	22
10	./maps/StageA/ptsp_map24.map	0	1000	50136	25
1	./maps/StageA/ptsp_map61.map	7	2455	50159	25
2	./maps/StageA/ptsp_map61.map	8	2568	50170	23
3	./maps/StageA/ptsp_map61.map	10	2745	50172	22
4	./maps/StageA/ptsp_map61.map	10	2370	50172	21
5	./maps/StageA/ptsp_map61.map	7	2172	50166	21
6	./maps/StageA/ptsp_map61.map	10	2018	50169	21
7	./maps/StageA/ptsp_map61.map	10	2579	50172	22
8	./maps/StageA/ptsp_map61.map	8	3227	50168	23
9	./maps/StageA/ptsp_map61.map	10	3613	50172	23
10	./maps/StageA/ptsp_map61.map	10	2865	50175	22
1	./maps/StageA/ptsp_map19.map	7	3069	50157	23
2	./maps/StageA/ptsp_map19.map	7	3690	50162	22
3	./maps/StageA/ptsp_map19.map	0	1000	50137	25
4	./maps/StageA/ptsp_map19.map	3	2073	50153	23
5	./maps/StageA/ptsp_map19.map	4	2789	50154	26
6	./maps/StageA/ptsp_map19.map	0	1000	50126	24
7	./maps/StageA/ptsp_map19.map	0	1000	50147	26
8	./maps/StageA/ptsp_map19.map	0	1000	50141	25
9	./maps/StageA/ptsp_map19.map	5	2296	50155	22
10	./maps/StageA/ptsp_map19.map	8	4975	50169	25
1	./maps/StageA/ptsp_map56.map	0	1000	50148	22
2	./maps/StageA/ptsp_map56.map	2	1672	50148	23
3	./maps/StageA/ptsp_map56.map	0	1000	50155	24
4	./maps/StageA/ptsp_map56.map	0	1000	50143	26
5	./maps/StageA/ptsp_map56.map	2	1689	50146	22
6	./maps/StageA/ptsp_map56.map	0	1000	50163	23
7	./maps/StageA/ptsp_map56.map	0	1000	50159	21
8	./maps/StageA/ptsp_map56.map	0	1000	50144	25
9	./maps/StageA/ptsp_map56.map	2	1754	50166	22
10	./maps/StageA/ptsp_map56.map	1	1712	50154	22
1	./maps/StageA/ptsp_map08.map	8	2843	50162	24
2	./maps/StageA/ptsp_map08.map	10	2770	50154	24
3	./maps/StageA/ptsp_map08.map	8	3277	50161	25
4	./maps/StageA/ptsp_map08.map	8	2712	50166	22
5	./maps/StageA/ptsp_map08.map	9	3697	50157	22
6	./maps/StageA/ptsp_map08.map	10	2060	50160	20
7	./maps/StageA/ptsp_map08.map	8	2816	50152	23
8	./maps/StageA/ptsp_map08.map	10	2548	50159	22
9	./maps/StageA/ptsp_map08.map	8	3167	50156	22
10	./maps/StageA/ptsp_map08.map	4	1627	50151	25
1	./maps/StageA/ptsp_map40.map	4	2142	50148	27
2	./maps/StageA/ptsp_map40.map	2	1509	50158	25
3	./maps/StageA/ptsp_map40.map	6	2300	50152	24
4	./maps/StageA/ptsp_map40.map	9	3550	50155	25
5	./maps/StageA/ptsp_map40.map	3	1734	50149	23
6	./maps/StageA/ptsp_map40.map	10	2601	50154	21
7	./maps/StageA/ptsp_map40.map	0	1000	50133	24
8	./maps/StageA/ptsp_map40.map	9	3693	50167	23
9	./maps/StageA/ptsp_map40.map	2	2007	50145	24
10	./maps/StageA/ptsp_map40.map	9	4170	50155	24
1	./maps/StageA/ptsp_map45.map	3	2190	50150	23
2	./maps/StageA/ptsp_map45.map	1	1476	50157	23
3	./maps/StageA/ptsp_map45.map	1	1439	50154	24
4	./maps/StageA/ptsp_map45.map	1	1496	50153	22
5	./maps/StageA/ptsp_map45.map	1	1395	50148	24
6	./maps/StageA/ptsp_map45.map	10	4005	50165	24
7	./maps/StageA/ptsp_map45.map	1	1452	50154	25
8	./maps/StageA/ptsp_map45.map	9	4263	50161	24
9	./maps/StageA/ptsp_map45.map	1	1615	50147	22
10	./maps/StageA/ptsp_map45.map	1	1366	50153	21
1	./maps/StageA/ptsp_map35.map	2	1283	50147	22
2	./maps/StageA/ptsp_map35.map	4	1912	50151	23
3	./maps/StageA/ptsp_map35.map	2	1386	50152	25
4	./maps/StageA/ptsp_map35.map	8	3158	50157	23
5	./maps/StageA/ptsp_map35.map	3	1779	50148	23
6	./maps/StageA/ptsp_map35.map	4	2089	50159	23
7	./maps/StageA/ptsp_map35.map	5	2587	50159	23
8	./maps/StageA/ptsp_map35.map	3	1859	50155	23
9	./maps/StageA/ptsp_map35.map	3	1517	50154	22
10	./maps/StageA/ptsp_map35.map	4	1717	50158	23
1	./maps/StageA/ptsp_map02.map	3	1661	50154	22
2	./maps/StageA/ptsp_map02.map	9	3990	50159	23
3	./maps/StageA/ptsp_map02.map	4	1630	50158	21
