Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	./maps/StageA/ptsp_map24.map	6	2119	50411	24
2	./maps/StageA/ptsp_map24.map	6	2268	50418	24
3	./maps/StageA/ptsp_map24.map	5	2091	50408	25
4	./maps/StageA/ptsp_map24.map	5	1818	50393	24
5	./maps/StageA/ptsp_map24.map	4	1918	50393	26
6	./maps/StageA/ptsp_map24.map	2	1379	50355	27
7	./maps/StageA/ptsp_map24.map	6	2046	50406	24
8	./maps/StageA/ptsp_map24.map	5	2214	50413	25
9	./maps/StageA/ptsp_map24.map	4	1860	50391	27
10	./maps/StageA/ptsp_map24.map	6	2597	50430	24
1	./maps/StageA/ptsp_map61.map	5	1674	50379	25
2	./maps/StageA/ptsp_map61.map	10	2202	50462	24
3	./maps/StageA/ptsp_map61.map	6	1799	50392	25
4	./maps/StageA/ptsp_map61.map	10	1588	50444	25
5	./maps/StageA/ptsp_map61.map	9	2354	50364	24
6	./maps/StageA/ptsp_map61.map	8	2166	50423	23
7	./maps/StageA/ptsp_map61.map	8	2278	50421	24
8	./maps/StageA/ptsp_map61.map	10	1644	50429	26
9	./maps/StageA/ptsp_map61.map	10	1905	50454	24
10	./maps/StageA/ptsp_map61.map	10	1676	50447	23
1	./maps/StageA/ptsp_map19.map	8	2611	50425	24
2	./maps/StageA/ptsp_map19.map	8	2359	50423	24
3	./maps/StageA/ptsp_map19.map	6	1874	50390	24
4	./maps/StageA/ptsp_map19.map	3	1481	50365	24
5	./maps/StageA/ptsp_map19.map	6	1917	50396	24
6	./maps/StageA/ptsp_map19.map	7	2521	50427	23
7	./maps/StageA/ptsp_map19.map	3	1614	50379	24
8	./maps/StageA/ptsp_map19.map	10	2424	50443	24
9	./maps/StageA/ptsp_map19.map	7	2354	50333	25
10	./maps/StageA/ptsp_map19.map	3	1648	50379	24
1	./maps/StageA/ptsp_map56.map	2	1512	50362	23
2	./maps/StageA/ptsp_map56.map	2	1534	50366	24
3	./maps/StageA/ptsp_map56.map	2	1414	50356	24
4	./maps/StageA/ptsp_map56.map	2	1509	50362	23
5	./maps/StageA/ptsp_map56.map	2	1534	50371	24
6	./maps/StageA/ptsp_map56.map	2	1496	50361	25
7	./maps/StageA/ptsp_map56.map	1	1400	50367	25
8	./maps/StageA/ptsp_map56.map	7	2939	50438	24
9	./maps/StageA/ptsp_map56.map	2	1610	50374	23
10	./maps/StageA/ptsp_map56.map	5	2122	50407	24
1	./maps/StageA/ptsp_map08.map	6	1842	50408	24
