Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	./maps/StageA/ptsp_map24.map	8	2690	78355	33
2	./maps/StageA/ptsp_map24.map	8	2543	78189	33
3	./maps/StageA/ptsp_map24.map	6	2059	77506	33
4	./maps/StageA/ptsp_map24.map	6	2030	77610	33
5	./maps/StageA/ptsp_map24.map	10	3229	79780	34
6	./maps/StageA/ptsp_map24.map	9	3308	78757	34
7	./maps/StageA/ptsp_map24.map	9	3171	78694	34
8	./maps/StageA/ptsp_map24.map	8	2854	78497	34
9	./maps/StageA/ptsp_map24.map	8	2724	78342	34
10	./maps/StageA/ptsp_map24.map	6	2168	77942	32
1	./maps/StageA/ptsp_map61.map	9	2454	78088	33
2	./maps/StageA/ptsp_map61.map	10	1634	79434	32
3	./maps/StageA/ptsp_map61.map	10	1709	79634	33
4	./maps/StageA/ptsp_map61.map	10	1723	79620	33
5	./maps/StageA/ptsp_map61.map	10	1459	79267	32
6	./maps/StageA/ptsp_map61.map	10	2157	79302	33
7	./maps/StageA/ptsp_map61.map	10	2008	79981	33
8	./maps/StageA/ptsp_map61.map	10	1708	79400	33
9	./maps/StageA/ptsp_map61.map	10	1690	79476	33
10	./maps/StageA/ptsp_map61.map	10	1557	79248	32
1	./maps/StageA/ptsp_map19.map	9	2373	78074	33
2	./maps/StageA/ptsp_map19.map	8	2436	78105	33
3	./maps/StageA/ptsp_map19.map	10	2067	79855	33
4	./maps/StageA/ptsp_map19.map	3	1529	76449	33
5	./maps/StageA/ptsp_map19.map	3	1535	76631	32
6	./maps/StageA/ptsp_map19.map	3	1464	76358	32
7	./maps/StageA/ptsp_map19.map	10	2412	80110	33
8	./maps/StageA/ptsp_map19.map	3	1568	78222	32
9	./maps/StageA/ptsp_map19.map	3	1552	76780	31
10	./maps/StageA/ptsp_map19.map	8	2499	78134	33
1	./maps/StageA/ptsp_map56.map	3	1551	76654	32
2	./maps/StageA/ptsp_map56.map	4	2242	77872	33
3	./maps/StageA/ptsp_map56.map	3	1929	77392	33
4	./maps/StageA/ptsp_map56.map	2	1446	77141	32
5	./maps/StageA/ptsp_map56.map	2	1464	76378	32
6	./maps/StageA/ptsp_map56.map	3	1659	76862	32
7	./maps/StageA/ptsp_map56.map	3	1674	76896	32
8	./maps/StageA/ptsp_map56.map	2	1440	76168	33
9	./maps/StageA/ptsp_map56.map	5	2537	78293	33
10	./maps/StageA/ptsp_map56.map	2	1426	76405	31
1	./maps/StageA/ptsp_map08.map	10	2324	79863	33
2	./maps/StageA/ptsp_map08.map	10	1557	79677	32
3	./maps/StageA/ptsp_map08.map	9	2348	77985	33
4	./maps/StageA/ptsp_map08.map	10	1633	79572	32
5	./maps/StageA/ptsp_map08.map	10	1956	79891	33
6	./maps/StageA/ptsp_map08.map	8	2043	77875	33
7	./maps/StageA/ptsp_map08.map	9	2803	78366	34
8	./maps/StageA/ptsp_map08.map	10	1905	79719	33
9	./maps/StageA/ptsp_map08.map	8	2408	78250	32
10	./maps/StageA/ptsp_map08.map	10	1870	79805	33
1	./maps/StageA/ptsp_map40.map	10	1829	79478	32
2	./maps/StageA/ptsp_map40.map	10	1776	79327	32
3	./maps/StageA/ptsp_map40.map	10	1670	79483	32
4	./maps/StageA/ptsp_map40.map	10	2023	79357	32
5	./maps/StageA/ptsp_map40.map	9	3050	78626	34
6	./maps/StageA/ptsp_map40.map	10	2127	80038	33
7	./maps/StageA/ptsp_map40.map	10	1897	79327	32
