Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	./maps/StageA/ptsp_map24.map	2	1471	50211	21
2	./maps/StageA/ptsp_map24.map	4	2724	50218	21
3	./maps/StageA/ptsp_map24.map	5	2502	50214	21
4	./maps/StageA/ptsp_map24.map	0	1000	50185	22
5	./maps/StageA/ptsp_map24.map	2	1656	50189	21
6	./maps/StageA/ptsp_map24.map	3	2024	50217	22
7	./maps/StageA/ptsp_map24.map	4	1861	50203	20
8	./maps/StageA/ptsp_map24.map	4	2300	50211	21
9	./maps/StageA/ptsp_map24.map	3	1635	50201	21
10	./maps/StageA/ptsp_map24.map	0	1000	50207	24
1	./maps/StageA/ptsp_map61.map	5	3007	50202	22
2	./maps/StageA/ptsp_map61.map	10	3055	50214	23
3	./maps/StageA/ptsp_map61.map	10	3150	50201	23
4	./maps/StageA/ptsp_map61.map	5	2415	50206	24
5	./maps/StageA/ptsp_map61.map	8	3293	50213	24
6	./maps/StageA/ptsp_map61.map	6	2613	50189	22
7	./maps/StageA/ptsp_map61.map	5	2308	50215	23
8	./maps/StageA/ptsp_map61.map	10	2714	50220	23
9	./maps/StageA/ptsp_map61.map	10	3474	50213	24
10	./maps/StageA/ptsp_map61.map	7	3279	50204	23
1	./maps/StageA/ptsp_map19.map	0	1000	50176	24
2	./maps/StageA/ptsp_map19.map	0	1000	50169	22
3	./maps/StageA/ptsp_map19.map	0	1000	50197	22
4	./maps/StageA/ptsp_map19.map	0	1000	50198	26
5	./maps/StageA/ptsp_map19.map	2	1652	50218	22
6	./maps/StageA/ptsp_map19.map	3	2773	50219	24
7	./maps/StageA/ptsp_map19.map	0	1000	50184	25
8	./maps/StageA/ptsp_map19.map	0	1000	50194	23
9	./maps/StageA/ptsp_map19.map	5	3223	50223	24
10	./maps/StageA/ptsp_map19.map	0	1000	50179	22
1	./maps/StageA/ptsp_map56.map	0	1000	50184	24
2	./maps/StageA/ptsp_map56.map	0	1000	50176	27
