Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	maps/StageA/ptsp_map01.map	8	3451	50164	26
2	maps/StageA/ptsp_map01.map	10	3380	50179	25
3	maps/StageA/ptsp_map01.map	7	2673	50163	25
4	maps/StageA/ptsp_map01.map	2	1270	50153	25
5	maps/StageA/ptsp_map01.map	7	2642	50161	25
6	maps/StageA/ptsp_map01.map	0	1000	50153	25
7	maps/StageA/ptsp_map01.map	4	1787	50160	25
8	maps/StageA/ptsp_map01.map	5	2082	50159	25
9	maps/StageA/ptsp_map01.map	5	2137	50162	25
10	maps/StageA/ptsp_map01.map	2	1244	50155	25
1	maps/StageA/ptsp_map02.map	6	2291	50160	26
2	maps/StageA/ptsp_map02.map	5	2320	50162	26
3	maps/StageA/ptsp_map02.map	10	2140	50181	25
4	maps/StageA/ptsp_map02.map	3	2279	50158	26
5	maps/StageA/ptsp_map02.map	5	2612	50162	26
6	maps/StageA/ptsp_map02.map	10	2519	50166	25
7	maps/StageA/ptsp_map02.map	3	1598	50157	26
8	maps/StageA/ptsp_map02.map	5	1517	50158	25
9	maps/StageA/ptsp_map02.map	10	2487	50175	25
10	maps/StageA/ptsp_map02.map	7	2799	50161	26
1	maps/StageA/ptsp_map08.map	10	2553	50175	25
2	maps/StageA/ptsp_map08.map	5	2618	50161	26
3	maps/StageA/ptsp_map08.map	5	2245	50161	26
4	maps/StageA/ptsp_map08.map	7	2654	50161	26
5	maps/StageA/ptsp_map08.map	9	3521	50164	27
6	maps/StageA/ptsp_map08.map	6	2419	50160	26
7	maps/StageA/ptsp_map08.map	8	2866	50162	26
8	maps/StageA/ptsp_map08.map	7	2182	50161	26
9	maps/StageA/ptsp_map08.map	10	2315	50182	25
10	maps/StageA/ptsp_map08.map	7	2042	50162	26
1	maps/StageA/ptsp_map19.map	2	1712	50155	25
2	maps/StageA/ptsp_map19.map	6	3233	50162	26
3	maps/StageA/ptsp_map19.map	3	1650	50157	26
4	maps/StageA/ptsp_map19.map	4	1767	50157	25
5	maps/StageA/ptsp_map19.map	3	1534	50159	25
6	maps/StageA/ptsp_map19.map	6	2500	50159	26
7	maps/StageA/ptsp_map19.map	8	3983	50164	26
8	maps/StageA/ptsp_map19.map	5	1791	50159	25
9	maps/StageA/ptsp_map19.map	10	3883	50172	25
10	maps/StageA/ptsp_map19.map	1	1324	50155	24
1	maps/StageA/ptsp_map24.map	2	1537	50161	24
2	maps/StageA/ptsp_map24.map	5	2235	50159	24
3	maps/StageA/ptsp_map24.map	3	1570	50155	23
4	maps/StageA/ptsp_map24.map	6	2581	50162	23
5	maps/StageA/ptsp_map24.map	5	2180	50163	22
6	maps/StageA/ptsp_map24.map	8	2994	50163	23
7	maps/StageA/ptsp_map24.map	9	3465	50171	22
8	maps/StageA/ptsp_map24.map	3	1563	50156	20
9	maps/StageA/ptsp_map24.map	5	2278	50160	21
10	maps/StageA/ptsp_map24.map	6	2882	50163	21
1	maps/StageA/ptsp_map35.map	5	2341	50159	21
2	maps/StageA/ptsp_map35.map	4	2438	50162	22
3	maps/StageA/ptsp_map35.map	10	3243	50173	23
4	maps/StageA/ptsp_map35.map	1	1259	50153	23
5	maps/StageA/ptsp_map35.map	1	1213	50148	24
6	maps/StageA/ptsp_map35.map	9	3203	50170	25
7	maps/StageA/ptsp_map35.map	5	2057	50162	25
8	maps/StageA/ptsp_map35.map	8	2751	50162	25
9	maps/StageA/ptsp_map35.map	6	2253	50160	24
10	maps/StageA/ptsp_map35.map	4	2324	50161	23
1	maps/StageA/ptsp_map40.map	6	2580	50162	23
2	maps/StageA/ptsp_map40.map	9	3345	50170	23
3	maps/StageA/ptsp_map40.map	10	3543	50178	21
4	maps/StageA/ptsp_map40.map	8	3506	50165	21
5	maps/StageA/ptsp_map40.map	6	2354	50161	21
6	maps/StageA/ptsp_map40.map	3	1919	50156	25
7	maps/StageA/ptsp_map40.map	6	2688	50161	22
8	maps/StageA/ptsp_map40.map	7	2796	50162	21
9	maps/StageA/ptsp_map40.map	10	2871	50173	23
10	maps/StageA/ptsp_map40.map	7	2271	50160	24
1	maps/StageA/ptsp_map45.map	4	2545	50163	24
2	maps/StageA/ptsp_map45.map	3	1741	50159	22
3	maps/StageA/ptsp_map45.map	6	2630	50163	23
4	maps/StageA/ptsp_map45.map	0	1000	50152	25
5	maps/StageA/ptsp_map45.map	0	1000	50158	25
6	maps/StageA/ptsp_map45.map	2	1414	50158	24
7	maps/StageA/ptsp_map45.map	2	1565	50158	22
8	maps/StageA/ptsp_map45.map	0	1000	50152	21
9	maps/StageA/ptsp_map45.map	1	1475	50156	22
10	maps/StageA/ptsp_map45.map	2	1345	50156	23
1	maps/StageA/ptsp_map56.map	4	2474	50159	23
2	maps/StageA/ptsp_map56.map	2	1400	50161	22
3	maps/StageA/ptsp_map56.map	1	1240	50156	21
4	maps/StageA/ptsp_map56.map	3	2257	50161	22
5	maps/StageA/ptsp_map56.map	2	1856	50158	22
6	maps/StageA/ptsp_map56.map	1	1427	50158	21
7	maps/StageA/ptsp_map56.map	2	1819	50156	22
8	maps/StageA/ptsp_map56.map	3	1939	50160	22
9	maps/StageA/ptsp_map56.map	1	1359	50158	21
10	maps/StageA/ptsp_map56.map	1	1037	50156	20
1	maps/StageA/ptsp_map61.map	10	2975	50175	20
2	maps/StageA/ptsp_map61.map	10	3520	50183	20
