Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	maps/StageA/ptsp_map01.map	1	1100	50248	28
2	maps/StageA/ptsp_map01.map	2	1919	50273	26
3	maps/StageA/ptsp_map01.map	1	1167	50248	26
4	maps/StageA/ptsp_map01.map	1	1282	50253	30
5	maps/StageA/ptsp_map01.map	0	1000	50235	28
6	maps/StageA/ptsp_map01.map	0	1000	50232	27
7	maps/StageA/ptsp_map01.map	1	1073	50239	26
8	maps/StageA/ptsp_map01.map	0	1000	50232	26
9	maps/StageA/ptsp_map01.map	2	1331	50254	26
10	maps/StageA/ptsp_map01.map	0	1000	50230	28
1	maps/StageA/ptsp_map02.map	1	1883	50254	28
2	maps/StageA/ptsp_map02.map	1	1210	50248	29
3	maps/StageA/ptsp_map02.map	1	1168	50246	28
4	maps/StageA/ptsp_map02.map	2	2581	50265	28
5	maps/StageA/ptsp_map02.map	0	1000	50235	25
6	maps/StageA/ptsp_map02.map	0	1000	50231	28
7	maps/StageA/ptsp_map02.map	0	1000	50238	27
8	maps/StageA/ptsp_map02.map	1	1629	50268	25
9	maps/StageA/ptsp_map02.map	1	1204	50250	28
10	maps/StageA/ptsp_map02.map	2	1200	50246	27
1	maps/StageA/ptsp_map08.map	1	1141	50247	27
2	maps/StageA/ptsp_map08.map	0	1000	50231	26
3	maps/StageA/ptsp_map08.map	0	1000	50232	29
4	maps/StageA/ptsp_map08.map	1	1377	50255	30
5	maps/StageA/ptsp_map08.map	0	1000	50237	30
6	maps/StageA/ptsp_map08.map	0	1000	50241	30
7	maps/StageA/ptsp_map08.map	0	1000	50232	28
8	maps/StageA/ptsp_map08.map	2	1442	50264	28
9	maps/StageA/ptsp_map08.map	0	1000	50232	29
10	maps/StageA/ptsp_map08.map	1	1183	50245	28
1	maps/StageA/ptsp_map19.map	0	1000	50232	28
2	maps/StageA/ptsp_map19.map	0	1000	50231	29
3	maps/StageA/ptsp_map19.map	0	1000	50238	29
4	maps/StageA/ptsp_map19.map	0	1000	50232	30
5	maps/StageA/ptsp_map19.map	1	1375	50256	29
6	maps/StageA/ptsp_map19.map	1	1163	50247	27
7	maps/StageA/ptsp_map19.map	1	1124	50238	30
8	maps/StageA/ptsp_map19.map	0	1000	50233	28
9	maps/StageA/ptsp_map19.map	0	1000	50231	29
10	maps/StageA/ptsp_map19.map	0	1000	50235	28
1	maps/StageA/ptsp_map24.map	0	1000	50235	29
2	maps/StageA/ptsp_map24.map	0	1000	50233	29
3	maps/StageA/ptsp_map24.map	0	1000	50232	29
4	maps/StageA/ptsp_map24.map	0	1000	50232	30
5	maps/StageA/ptsp_map24.map	1	1085	50246	28
6	maps/StageA/ptsp_map24.map	0	1000	50236	30
7	maps/StageA/ptsp_map24.map	0	1000	50233	28
8	maps/StageA/ptsp_map24.map	0	1000	50232	28
9	maps/StageA/ptsp_map24.map	2	1467	50262	29
10	maps/StageA/ptsp_map24.map	1	1431	50258	28
1	maps/StageA/ptsp_map35.map	1	1425	50256	28
2	maps/StageA/ptsp_map35.map	0	1000	50238	30
3	maps/StageA/ptsp_map35.map	0	1000	50242	28
4	maps/StageA/ptsp_map35.map	0	1000	50231	28
5	maps/StageA/ptsp_map35.map	1	1000	50232	28
6	maps/StageA/ptsp_map35.map	1	1082	50245	27
7	maps/StageA/ptsp_map35.map	0	1000	50231	27
8	maps/StageA/ptsp_map35.map	0	1000	50232	27
9	maps/StageA/ptsp_map35.map	0	1000	50231	28
10	maps/StageA/ptsp_map35.map	0	1000	50239	27
1	maps/StageA/ptsp_map40.map	0	1000	50234	28
2	maps/StageA/ptsp_map40.map	0	1000	50237	27
3	maps/StageA/ptsp_map40.map	0	1000	50232	27
4	maps/StageA/ptsp_map40.map	0	1000	50231	28
5	maps/StageA/ptsp_map40.map	2	2082	50275	29
6	maps/StageA/ptsp_map40.map	1	1306	50259	26
7	maps/StageA/ptsp_map40.map	0	1000	50231	28
8	maps/StageA/ptsp_map40.map	0	1000	50237	26
9	maps/StageA/ptsp_map40.map	1	1263	50252	27
10	maps/StageA/ptsp_map40.map	2	1963	50270	28
1	maps/StageA/ptsp_map45.map	0	1000	50237	27
2	maps/StageA/ptsp_map45.map	1	1416	50258	26
3	maps/StageA/ptsp_map45.map	0	1000	50231	26
4	maps/StageA/ptsp_map45.map	0	1000	50231	27
5	maps/StageA/ptsp_map45.map	1	1076	50238	26
6	maps/StageA/ptsp_map45.map	0	1000	50233	25
7	maps/StageA/ptsp_map45.map	0	1000	50231	25
8	maps/StageA/ptsp_map45.map	0	1000	50231	25
9	maps/StageA/ptsp_map45.map	0	1000	50232	26
10	maps/StageA/ptsp_map45.map	0	1000	50230	26
1	maps/StageA/ptsp_map56.map	0	1000	50232	26
2	maps/StageA/ptsp_map56.map	0	1000	50231	29
3	maps/StageA/ptsp_map56.map	0	1000	50232	27
4	maps/StageA/ptsp_map56.map	0	1000	50233	27
5	maps/StageA/ptsp_map56.map	0	1000	50232	25
6	maps/StageA/ptsp_map56.map	1	1000	50232	26
7	maps/StageA/ptsp_map56.map	1	1362	50254	26
8	maps/StageA/ptsp_map56.map	0	1000	50232	27
9	maps/StageA/ptsp_map56.map	0	1000	50232	25
10	maps/StageA/ptsp_map56.map	0	1000	50232	27
1	maps/StageA/ptsp_map61.map	1	1108	50242	26
2	maps/StageA/ptsp_map61.map	1	1195	50247	25
3	maps/StageA/ptsp_map61.map	0	1000	50234	26
4	maps/StageA/ptsp_map61.map	0	1000	50234	27
5	maps/StageA/ptsp_map61.map	0	1000	50232	26
6	maps/StageA/ptsp_map61.map	0	1000	50236	27
7	maps/StageA/ptsp_map61.map	0	1000	50236	26
8	maps/StageA/ptsp_map61.map	0	1000	50232	26
9	maps/StageA/ptsp_map61.map	0	1000	50235	28
10	maps/StageA/ptsp_map61.map	0	1000	50232	26
