Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	maps/StageA/ptsp_map01.map	50	3772	50442	36
2	maps/StageA/ptsp_map01.map	47	4245	50423	38
3	maps/StageA/ptsp_map01.map	47	4132	50422	38
4	maps/StageA/ptsp_map01.map	45	3964	50416	37
5	maps/StageA/ptsp_map01.map	50	4212	50431	37
6	maps/StageA/ptsp_map01.map	46	3923	50402	38
7	maps/StageA/ptsp_map01.map	50	3798	50438	37
8	maps/StageA/ptsp_map01.map	50	3539	50432	38
9	maps/StageA/ptsp_map01.map	50	3693	50436	37
10	maps/StageA/ptsp_map01.map	48	4099	50418	37
1	maps/StageA/ptsp_map02.map	46	3551	50407	38
2	maps/StageA/ptsp_map02.map	50	3300	50403	36
3	maps/StageA/ptsp_map02.map	46	3939	50406	39
4	maps/StageA/ptsp_map02.map	50	3852	50413	35
5	maps/StageA/ptsp_map02.map	48	4378	50405	37
6	maps/StageA/ptsp_map02.map	50	3240	50426	35
7	maps/StageA/ptsp_map02.map	46	3674	50400	37
8	maps/StageA/ptsp_map02.map	50	3708	50431	34
9	maps/StageA/ptsp_map02.map	50	3840	50436	35
10	maps/StageA/ptsp_map02.map	46	3829	50396	36
1	maps/StageA/ptsp_map08.map	49	4411	50425	39
2	maps/StageA/ptsp_map08.map	50	3896	50426	36
3	maps/StageA/ptsp_map08.map	49	4752	50407	39
4	maps/StageA/ptsp_map08.map	50	3656	50421	35
5	maps/StageA/ptsp_map08.map	46	4018	50393	38
6	maps/StageA/ptsp_map08.map	50	4059	50439	35
7	maps/StageA/ptsp_map08.map	50	3575	50425	35
8	maps/StageA/ptsp_map08.map	50	3823	50450	36
9	maps/StageA/ptsp_map08.map	44	3562	50403	38
10	maps/StageA/ptsp_map08.map	47	3773	50384	36
1	maps/StageA/ptsp_map19.map	41	4693	50414	39
2	maps/StageA/ptsp_map19.map	48	5087	50422	37
3	maps/StageA/ptsp_map19.map	50	4752	50439	36
4	maps/StageA/ptsp_map19.map	45	4881	50417	38
5	maps/StageA/ptsp_map19.map	47	4807	50427	37
6	maps/StageA/ptsp_map19.map	45	5108	50431	39
7	maps/StageA/ptsp_map19.map	45	4830	50414	37
8	maps/StageA/ptsp_map19.map	41	4472	50431	36
9	maps/StageA/ptsp_map19.map	42	4413	50425	35
10	maps/StageA/ptsp_map19.map	48	4923	50419	34
1	maps/StageA/ptsp_map24.map	46	5046	50416	35
2	maps/StageA/ptsp_map24.map	38	3596	50432	34
3	maps/StageA/ptsp_map24.map	47	4886	50407	33
4	maps/StageA/ptsp_map24.map	40	3812	50424	35
5	maps/StageA/ptsp_map24.map	46	4303	50420	34
6	maps/StageA/ptsp_map24.map	50	4422	50427	34
7	maps/StageA/ptsp_map24.map	31	2885	50416	38
8	maps/StageA/ptsp_map24.map	42	4064	50416	38
9	maps/StageA/ptsp_map24.map	47	4174	50404	37
10	maps/StageA/ptsp_map24.map	41	3807	50406	38
1	maps/StageA/ptsp_map35.map	50	3508	50414	37
2	maps/StageA/ptsp_map35.map	50	3375	50425	37
3	maps/StageA/ptsp_map35.map	44	3546	50408	38
4	maps/StageA/ptsp_map35.map	40	3839	50400	40
5	maps/StageA/ptsp_map35.map	47	4183	50409	38
6	maps/StageA/ptsp_map35.map	42	3723	50409	38
7	maps/StageA/ptsp_map35.map	50	4385	50422	35
8	maps/StageA/ptsp_map35.map	46	4074	50432	37
9	maps/StageA/ptsp_map35.map	48	3797	50406	38
10	maps/StageA/ptsp_map35.map	40	3612	50407	38
1	maps/StageA/ptsp_map40.map	36	3113	50403	38
2	maps/StageA/ptsp_map40.map	50	4406	50445	37
3	maps/StageA/ptsp_map40.map	50	3717	50457	37
4	maps/StageA/ptsp_map40.map	45	4014	50428	39
5	maps/StageA/ptsp_map40.map	29	2426	50382	39
6	maps/StageA/ptsp_map40.map	46	3863	50419	37
7	maps/StageA/ptsp_map40.map	42	3665	50409	39
8	maps/StageA/ptsp_map40.map	50	3612	50420	36
9	maps/StageA/ptsp_map40.map	46	3665	50400	37
10	maps/StageA/ptsp_map40.map	48	4464	50420	38
1	maps/StageA/ptsp_map45.map	43	3998	50412	38
2	maps/StageA/ptsp_map45.map	48	3942	50415	37
3	maps/StageA/ptsp_map45.map	33	3112	50370	38
4	maps/StageA/ptsp_map45.map	47	4385	50406	37
5	maps/StageA/ptsp_map45.map	39	3827	50411	37
6	maps/StageA/ptsp_map45.map	39	3363	50385	38
7	maps/StageA/ptsp_map45.map	43	3949	50413	37
8	maps/StageA/ptsp_map45.map	15	1971	50370	38
9	maps/StageA/ptsp_map45.map	38	3608	50380	39
10	maps/StageA/ptsp_map45.map	46	4846	50409	37
1	maps/StageA/ptsp_map56.map	12	2454	50393	41
2	maps/StageA/ptsp_map56.map	16	2345	50410	39
3	maps/StageA/ptsp_map56.map	24	3108	50409	38
4	maps/StageA/ptsp_map56.map	3	1335	50338	41
5	maps/StageA/ptsp_map56.map	3	1552	50361	41
6	maps/StageA/ptsp_map56.map	35	5582	50430	39
7	maps/StageA/ptsp_map56.map	27	4236	50424	40
8	maps/StageA/ptsp_map56.map	17	3339	50415	40
9	maps/StageA/ptsp_map56.map	32	3914	50435	38
10	maps/StageA/ptsp_map56.map	34	4985	50428	34
1	maps/StageA/ptsp_map61.map	50	3576	50411	32
2	maps/StageA/ptsp_map61.map	50	4008	50394	32
3	maps/StageA/ptsp_map61.map	48	4738	50383	36
4	maps/StageA/ptsp_map61.map	50	3686	50413	32
5	maps/StageA/ptsp_map61.map	50	4167	50396	33
6	maps/StageA/ptsp_map61.map	50	3763	50408	31
7	maps/StageA/ptsp_map61.map	50	3748	50393	31
8	maps/StageA/ptsp_map61.map	40	3738	50398	32
9	maps/StageA/ptsp_map61.map	50	3780	50395	29
10	maps/StageA/ptsp_map61.map	48	4718	50373	30
