Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	maps/StageA/ptsp_map01.map	10	2085	50169	28
2	maps/StageA/ptsp_map01.map	10	1980	50169	26
3	maps/StageA/ptsp_map01.map	10	1819	50171	26
4	maps/StageA/ptsp_map01.map	10	1597	50175	26
5	maps/StageA/ptsp_map01.map	10	1665	50168	26
6	maps/StageA/ptsp_map01.map	10	2265	50171	27
7	maps/StageA/ptsp_map01.map	10	1909	50179	26
8	maps/StageA/ptsp_map01.map	10	2335	50172	26
9	maps/StageA/ptsp_map01.map	10	1750	50167	26
10	maps/StageA/ptsp_map01.map	10	2293	50179	27
1	maps/StageA/ptsp_map02.map	10	2036	50173	24
2	maps/StageA/ptsp_map02.map	10	1875	50165	24
3	maps/StageA/ptsp_map02.map	10	1534	50168	23
4	maps/StageA/ptsp_map02.map	10	1873	50171	24
5	maps/StageA/ptsp_map02.map	10	2100	50168	24
6	maps/StageA/ptsp_map02.map	7	1972	50159	24
7	maps/StageA/ptsp_map02.map	10	2098	50190	24
8	maps/StageA/ptsp_map02.map	10	2179	50168	24
9	maps/StageA/ptsp_map02.map	8	2631	50161	24
10	maps/StageA/ptsp_map02.map	10	1571	50170	24
1	maps/StageA/ptsp_map08.map	10	2185	50171	25
2	maps/StageA/ptsp_map08.map	10	2064	50171	25
3	maps/StageA/ptsp_map08.map	10	1506	50165	25
4	maps/StageA/ptsp_map08.map	10	1149	50169	25
5	maps/StageA/ptsp_map08.map	10	1917	50167	26
6	maps/StageA/ptsp_map08.map	10	1770	50167	25
7	maps/StageA/ptsp_map08.map	10	1573	50172	25
8	maps/StageA/ptsp_map08.map	10	1380	50170	25
9	maps/StageA/ptsp_map08.map	10	1919	50169	25
10	maps/StageA/ptsp_map08.map	10	1364	50172	25
1	maps/StageA/ptsp_map19.map	10	1897	50172	25
2	maps/StageA/ptsp_map19.map	10	2700	50167	26
3	maps/StageA/ptsp_map19.map	6	2146	50158	26
4	maps/StageA/ptsp_map19.map	8	2919	50164	27
5	maps/StageA/ptsp_map19.map	9	2536	50164	26
6	maps/StageA/ptsp_map19.map	10	2412	50173	25
7	maps/StageA/ptsp_map19.map	10	1840	50168	25
8	maps/StageA/ptsp_map19.map	10	1796	50173	25
9	maps/StageA/ptsp_map19.map	10	1618	50169	25
10	maps/StageA/ptsp_map19.map	9	2739	50163	26
1	maps/StageA/ptsp_map24.map	10	2237	50171	26
2	maps/StageA/ptsp_map24.map	10	2324	50166	26
3	maps/StageA/ptsp_map24.map	8	2032	50159	26
4	maps/StageA/ptsp_map24.map	10	1754	50170	26
5	maps/StageA/ptsp_map24.map	10	1920	50167	26
6	maps/StageA/ptsp_map24.map	9	2475	50161	26
7	maps/StageA/ptsp_map24.map	10	1941	50168	25
8	maps/StageA/ptsp_map24.map	4	1792	50157	26
9	maps/StageA/ptsp_map24.map	10	2040	50168	26
10	maps/StageA/ptsp_map24.map	10	2290	50169	26
1	maps/StageA/ptsp_map35.map	10	1980	50169	26
2	maps/StageA/ptsp_map35.map	10	1720	50167	25
3	maps/StageA/ptsp_map35.map	10	2340	50170	26
4	maps/StageA/ptsp_map35.map	10	1517	50168	25
5	maps/StageA/ptsp_map35.map	8	2317	50163	26
6	maps/StageA/ptsp_map35.map	10	1543	50168	25
7	maps/StageA/ptsp_map35.map	10	2185	50166	26
8	maps/StageA/ptsp_map35.map	8	2138	50162	26
9	maps/StageA/ptsp_map35.map	8	2199	50159	26
10	maps/StageA/ptsp_map35.map	10	1753	50165	26
1	maps/StageA/ptsp_map40.map	10	2013	50166	26
2	maps/StageA/ptsp_map40.map	10	1283	50166	25
3	maps/StageA/ptsp_map40.map	10	1408	50171	25
4	maps/StageA/ptsp_map40.map	10	1772	50166	25
5	maps/StageA/ptsp_map40.map	10	1875	50168	26
6	maps/StageA/ptsp_map40.map	10	1679	50167	25
7	maps/StageA/ptsp_map40.map	10	1553	50171	25
8	maps/StageA/ptsp_map40.map	10	1873	50167	26
9	maps/StageA/ptsp_map40.map	10	1765	50168	25
10	maps/StageA/ptsp_map40.map	10	2111	50169	26
1	maps/StageA/ptsp_map45.map	10	1875	50168	26
2	maps/StageA/ptsp_map45.map	8	2333	50161	26
3	maps/StageA/ptsp_map45.map	10	2884	50168	26
4	maps/StageA/ptsp_map45.map	10	2430	50170	26
5	maps/StageA/ptsp_map45.map	6	2132	50161	26
6	maps/StageA/ptsp_map45.map	6	2153	50162	26
7	maps/StageA/ptsp_map45.map	10	1994	50170	25
8	maps/StageA/ptsp_map45.map	10	2278	50170	26
9	maps/StageA/ptsp_map45.map	10	2474	50170	25
10	maps/StageA/ptsp_map45.map	2	1433	50157	26
1	maps/StageA/ptsp_map56.map	8	3601	50163	27
2	maps/StageA/ptsp_map56.map	1	1178	50159	25
3	maps/StageA/ptsp_map56.map	1	1372	50159	26
4	maps/StageA/ptsp_map56.map	3	2152	50162	27
5	maps/StageA/ptsp_map56.map	8	2795	50164	26
6	maps/StageA/ptsp_map56.map	5	2416	50164	26
7	maps/StageA/ptsp_map56.map	2	1292	50156	26
8	maps/StageA/ptsp_map56.map	4	2276	50162	26
9	maps/StageA/ptsp_map56.map	1	1436	50156	26
10	maps/StageA/ptsp_map56.map	7	2798	50164	27
1	maps/StageA/ptsp_map61.map	10	1553	50174	26
2	maps/StageA/ptsp_map61.map	10	2430	50173	26
3	maps/StageA/ptsp_map61.map	10	1928	50166	26
4	maps/StageA/ptsp_map61.map	10	2339	50172	26
5	maps/StageA/ptsp_map61.map	10	1393	50167	26
6	maps/StageA/ptsp_map61.map	10	1499	50165	26
7	maps/StageA/ptsp_map61.map	10	1929	50169	26
8	maps/StageA/ptsp_map61.map	10	1810	50169	25
9	maps/StageA/ptsp_map61.map	10	2055	50167	26
10	maps/StageA/ptsp_map61.map	10	1233	50162	25
