Trial	MapName	WaypointsVisited	Steps	FmCallsPerAction	TimePerActionMs
1	maps/StageA/ptsp_map01.map	50	3615	50394	27
2	maps/StageA/ptsp_map01.map	50	3295	50392	27
3	maps/StageA/ptsp_map01.map	50	3713	50393	27
4	maps/StageA/ptsp_map01.map	50	4115	50395	27
5	maps/StageA/ptsp_map01.map	50	3886	50397	27
6	maps/StageA/ptsp_map01.map	50	3218	50393	27
7	maps/StageA/ptsp_map01.map	50	3398	50393	27
8	maps/StageA/ptsp_map01.map	50	3657	50395	27
9	maps/StageA/ptsp_map01.map	50	3170	50392	27
10	maps/StageA/ptsp_map01.map	50	3345	50393	27
1	maps/StageA/ptsp_map02.map	50	3241	50393	27
2	maps/StageA/ptsp_map02.map	49	3576	50370	27
3	maps/StageA/ptsp_map02.map	49	3804	50372	27
4	maps/StageA/ptsp_map02.map	50	3353	50398	26
5	maps/StageA/ptsp_map02.map	50	3506	50393	27
6	maps/StageA/ptsp_map02.map	50	3404	50392	26
7	maps/StageA/ptsp_map02.map	48	4023	50374	27
8	maps/StageA/ptsp_map02.map	50	2878	50389	26
9	maps/StageA/ptsp_map02.map	50	2811	50392	26
10	maps/StageA/ptsp_map02.map	50	3704	50393	26
1	maps/StageA/ptsp_map08.map	50	3255	50392	26
2	maps/StageA/ptsp_map08.map	50	3160	50392	26
3	maps/StageA/ptsp_map08.map	50	2985	50391	27
4	maps/StageA/ptsp_map08.map	50	3656	50396	27
5	maps/StageA/ptsp_map08.map	50	3965	50397	26
6	maps/StageA/ptsp_map08.map	50	3014	50392	26
7	maps/StageA/ptsp_map08.map	50	3229	50391	26
8	maps/StageA/ptsp_map08.map	50	3134	50392	26
9	maps/StageA/ptsp_map08.map	50	2660	50392	26
10	maps/StageA/ptsp_map08.map	50	2931	50394	26
1	maps/StageA/ptsp_map19.map	50	4035	50396	28
2	maps/StageA/ptsp_map19.map	36	3395	50366	27
3	maps/StageA/ptsp_map19.map	50	4573	50398	27
4	maps/StageA/ptsp_map19.map	45	4879	50380	28
5	maps/StageA/ptsp_map19.map	50	4102	50396	27
6	maps/StageA/ptsp_map19.map	47	4173	50376	27
7	maps/StageA/ptsp_map19.map	50	3813	50397	27
8	maps/StageA/ptsp_map19.map	50	4035	50399	26
9	maps/StageA/ptsp_map19.map	47	4448	50377	28
10	maps/StageA/ptsp_map19.map	50	3342	50395	27
1	maps/StageA/ptsp_map24.map	45	3649	50370	27
2	maps/StageA/ptsp_map24.map	50	3804	50396	27
3	maps/StageA/ptsp_map24.map	50	3576	50394	26
4	maps/StageA/ptsp_map24.map	49	4212	50375	27
5	maps/StageA/ptsp_map24.map	50	3665	50396	26
6	maps/StageA/ptsp_map24.map	50	4029	50396	27
7	maps/StageA/ptsp_map24.map	50	3404	50396	26
8	maps/StageA/ptsp_map24.map	50	4365	50385	27
9	maps/StageA/ptsp_map24.map	47	4059	50374	27
10	maps/StageA/ptsp_map24.map	50	3889	50395	27
1	maps/StageA/ptsp_map35.map	47	3954	50371	28
2	maps/StageA/ptsp_map35.map	50	3933	50398	27
3	maps/StageA/ptsp_map35.map	46	3916	50374	27
4	maps/StageA/ptsp_map35.map	43	3338	50367	27
5	maps/StageA/ptsp_map35.map	49	4347	50376	27
6	maps/StageA/ptsp_map35.map	47	3753	50372	28
7	maps/StageA/ptsp_map35.map	50	3720	50395	27
8	maps/StageA/ptsp_map35.map	50	2887	50393	26
9	maps/StageA/ptsp_map35.map	50	3296	50397	26
10	maps/StageA/ptsp_map35.map	48	3938	50371	27
1	maps/StageA/ptsp_map40.map	50	3326	50395	26
2	maps/StageA/ptsp_map40.map	50	3100	50395	28
